"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 29 22:24:04 GMT 2023","Wed Nov 29 22:24:14 GMT 2023","9843","","Login","","","","Login inválido {""usuario"":""admin"",""senha"":""user"",""mensagem"":""Usuário e/ou senha incorretos!""} @LoginInvalido",""
"passed","Wed Nov 29 22:24:04 GMT 2023","Wed Nov 29 22:24:08 GMT 2023","3477","","Login","","","","Login inválido {""usuario"":""admin"",""senha"":"""",""mensagem"":""Informe a senha!""} @LoginInvalido",""
"passed","Wed Nov 29 22:24:04 GMT 2023","Wed Nov 29 22:24:20 GMT 2023","15407","","Login","","","","Login válido {""usuario"":""user"",""senha"":""user"",""logado"":""Usuário""} @LoginValido",""
"passed","Wed Nov 29 22:24:04 GMT 2023","Wed Nov 29 22:24:11 GMT 2023","6641","","Login","","","","Login inválido {""usuario"":"""",""senha"":""user"",""mensagem"":""Informe o usuário!""} @LoginInvalido",""
"passed","Wed Nov 29 22:24:04 GMT 2023","Wed Nov 29 22:24:17 GMT 2023","12940","","Login","","","","Login inválido {""usuario"":"""",""senha"":"""",""mensagem"":""Informe usuário e senha!""} @LoginInvalido",""
"passed","Wed Nov 29 22:24:04 GMT 2023","Wed Nov 29 22:24:18 GMT 2023","14190","","Login","","","","Login válido {""usuario"":""admin"",""senha"":""admin"",""logado"":""Administrador""} @LoginValido",""
