"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 29 22:21:34 GMT 2023","Wed Nov 29 22:21:40 GMT 2023","6545","","Login","","","","Login inválido {""usuario"":"""",""senha"":""user"",""mensagem"":""Informe o usuário!""} @LoginInvalido",""
"passed","Wed Nov 29 22:21:34 GMT 2023","Wed Nov 29 22:21:47 GMT 2023","12795","","Login","","","","Login inválido {""usuario"":"""",""senha"":"""",""mensagem"":""Informe usuário e senha!""} @LoginInvalido",""
"passed","Wed Nov 29 22:21:34 GMT 2023","Wed Nov 29 22:21:44 GMT 2023","9731","","Login","","","","Login inválido {""usuario"":""admin"",""senha"":""user"",""mensagem"":""Usuário e/ou senha incorretos!""} @LoginInvalido",""
"passed","Wed Nov 29 22:21:34 GMT 2023","Wed Nov 29 22:21:37 GMT 2023","3431","","Login","","","","Login inválido {""usuario"":""admin"",""senha"":"""",""mensagem"":""Informe a senha!""} @LoginInvalido",""
"passed","Wed Nov 29 22:21:34 GMT 2023","Wed Nov 29 22:21:48 GMT 2023","14045","","Login","","","","Login válido {""usuario"":""admin"",""senha"":""admin"",""logado"":""Administrador""} @LoginValido",""
"passed","Wed Nov 29 22:21:34 GMT 2023","Wed Nov 29 22:21:49 GMT 2023","15245","","Login","","","","Login válido {""usuario"":""user"",""senha"":""user"",""logado"":""Usuário""} @LoginValido",""
